"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","35337","test_login","testScripts","Wed Apr 16 17:00:41 UTC 2025","broken","Wed Apr 16 17:01:16 UTC 2025","Test_001_Login","test_login","",""
"","29256","test_login","testScripts","Wed Apr 16 17:01:16 UTC 2025","broken","Wed Apr 16 17:01:45 UTC 2025","Test_002_AddProducts","test_addproducts","",""
